lms_login_frequency,assignment_delay_days,attendance_percentage,sentiment_score,activity_irregularity_score,dropout_risk_score,burnout_risk_level
10,0.7,87.0,1.0,2.8,29.8,Low
7,2.9,63.9,-0.13,2.2,50.6,Medium
8,2.6,69.8,0.23,5.1,46.2,Medium
11,0.8,93.2,0.48,0.9,23.5,Low
7,5.2,82.5,0.45,3.2,58.9,Medium
18,1.1,92.5,0.94,2.6,13.3,Low
6,5.4,70.7,-0.0,2.3,64.6,Medium
8,0.5,71.4,0.04,4.5,42.7,Medium
1,3.3,41.9,0.01,8.2,84.2,High
3,5.7,51.5,-0.83,8.5,96.0,High
7,2.5,75.3,0.16,5.7,52.3,Medium
9,2.5,61.9,0.11,4.4,58.9,Medium
4,0.6,74.6,-0.18,8.9,67.7,Medium
2,4.8,81.2,-0.53,7.4,74.2,High
11,0.7,89.6,0.56,5.2,26.6,Low
13,0.9,90.6,0.5,0.6,18.2,Low
17,0.7,89.3,0.41,0.9,19.8,Low
5,0.7,86.8,0.02,4.9,48.2,Medium
5,2.1,88.6,-0.01,5.8,50.4,Medium
2,6.7,45.3,-0.29,8.9,100.0,High
18,0.8,93.3,0.95,2.6,9.7,Low
11,1.3,77.4,-0.04,4.1,45.8,Medium
2,8.2,53.1,-0.91,8.4,100.0,High
1,4.8,59.6,-0.68,8.5,83.6,High
4,0.5,89.7,0.04,6.4,46.2,Medium
6,5.8,77.7,0.18,3.2,54.2,Medium
10,0.2,70.1,-0.72,6.8,53.1,Medium
4,0.4,56.7,-0.52,7.5,61.7,Medium
18,0.2,85.7,0.11,1.8,22.1,Low
2,1.0,57.8,-0.25,6.5,72.2,High
8,1.9,68.8,0.17,3.8,43.8,Medium
9,2.2,78.0,0.05,5.1,40.5,Medium
17,0.7,91.2,0.65,2.8,11.6,Low
8,0.0,83.3,-0.03,4.8,47.2,Medium
7,0.9,73.0,-0.71,5.7,55.2,Medium
20,0.1,91.8,0.64,2.6,7.6,Low
11,0.1,69.3,-0.48,5.3,44.2,Medium
3,2.7,59.0,-0.23,7.5,85.4,High
8,3.4,84.0,-0.22,4.6,47.8,Medium
1,3.5,44.5,-0.7,9.6,92.7,High
10,0.2,95.7,0.51,3.5,29.6,Low
11,3.8,71.0,0.38,5.0,60.5,Medium
16,1.0,85.9,0.94,1.8,9.2,Low
9,1.0,88.6,0.06,2.6,37.9,Medium
2,2.6,61.9,-0.34,9.1,81.4,High
6,2.0,74.4,-0.41,4.2,54.2,Medium
12,0.6,95.5,0.39,1.5,19.7,Low
11,1.1,86.7,0.29,3.8,34.4,Low
8,2.3,79.5,-0.05,4.1,43.2,Medium
9,2.4,63.8,0.24,2.6,48.1,Medium
2,6.6,58.8,-0.56,7.5,92.7,High
1,0.3,46.1,-0.85,7.8,79.7,High
7,0.9,85.1,0.2,3.7,42.8,Medium
5,1.5,74.1,0.11,6.2,58.7,Medium
12,0.2,86.2,0.72,2.0,15.6,Low
13,0.1,88.7,0.4,3.3,21.8,Low
11,1.2,70.3,-0.43,3.5,49.0,Medium
7,0.0,84.9,0.04,3.0,47.7,Medium
7,0.4,94.6,0.48,5.1,35.8,Medium
9,2.7,56.1,0.23,2.7,52.5,Medium
14,0.1,90.7,0.93,0.6,7.8,Low
10,0.2,68.5,0.34,5.7,47.5,Medium
13,0.7,99.8,0.72,2.4,11.2,Low
13,0.1,95.6,0.33,2.6,16.2,Low
3,4.3,48.6,-1.0,9.2,100.0,High
15,0.2,98.4,0.47,1.5,16.2,Low
10,2.8,74.8,0.03,3.8,46.6,Medium
15,0.1,89.2,0.7,2.4,16.7,Low
6,5.2,43.3,-0.61,9.6,90.7,High
8,0.7,83.0,0.05,4.3,38.3,Medium
17,0.6,84.7,0.32,0.3,9.9,Low
8,0.5,78.9,-0.3,1.3,36.6,Medium
3,4.6,53.8,-0.51,5.8,83.9,High
0,1.3,43.2,-0.29,6.9,84.4,High
17,0.3,89.6,0.7,1.6,9.7,Low
2,5.3,63.8,-0.58,10.0,97.1,High
2,0.3,65.1,-0.27,6.1,61.4,Medium
3,5.2,54.3,-0.56,6.9,91.7,High
2,0.5,68.4,-0.11,3.5,62.6,Medium
8,3.9,76.6,-0.05,4.6,60.6,Medium
7,0.5,71.7,0.25,4.6,46.8,Medium
2,1.8,56.9,-0.26,8.8,81.3,High
12,6.1,74.4,-0.23,2.4,51.0,Medium
9,0.5,81.8,0.21,7.7,40.8,Medium
14,2.3,81.1,0.01,5.0,21.8,Low
2,1.1,53.9,-0.78,8.9,78.9,High
2,1.3,50.0,-0.15,7.7,75.3,High
13,0.1,88.5,0.66,0.8,12.9,Low
1,2.8,60.2,-0.47,9.1,81.5,High
8,1.6,70.6,-0.02,4.5,48.7,Medium
2,17.9,71.2,-0.47,8.4,89.0,High
4,3.1,93.2,0.01,5.5,53.6,Medium
8,3.6,84.6,0.12,4.8,48.7,Medium
1,0.6,62.4,-0.45,7.7,75.2,High
13,0.1,82.0,0.61,2.9,27.9,Low
2,6.9,71.5,-0.11,8.2,82.5,High
4,1.0,90.0,-0.39,3.4,45.1,Medium
10,2.5,73.8,-0.1,6.6,56.2,Medium
6,0.2,87.8,0.39,3.6,34.7,Low
8,3.3,84.4,-0.06,5.0,58.4,Medium
10,0.2,73.4,-0.31,5.5,49.8,Medium
27,0.6,88.2,0.67,1.4,6.9,Low
19,0.2,89.3,0.84,2.8,3.3,Low
16,0.6,87.3,0.65,2.6,13.9,Low
3,2.6,61.5,-0.62,7.7,87.4,High
7,0.3,52.1,-0.43,6.6,61.1,Medium
13,1.8,76.5,-0.22,4.0,41.9,Medium
4,2.7,62.6,-0.41,9.3,83.3,High
4,0.2,77.7,-0.47,5.6,52.6,Medium
8,2.5,65.5,0.19,3.4,53.4,Medium
7,2.3,64.7,-0.59,10.0,73.8,High
5,12.6,55.4,-0.64,8.0,100.0,High
5,5.1,71.5,0.26,4.3,65.3,Medium
3,6.4,55.3,-0.43,7.3,83.0,High
17,1.1,86.6,1.0,3.2,21.3,Low
2,11.5,65.2,-0.68,9.3,100.0,High
11,0.1,84.9,0.6,3.3,25.5,Low
6,1.6,79.2,-0.28,3.2,53.0,Medium
12,0.1,82.2,-0.08,9.9,46.8,Medium
11,3.6,68.1,0.1,5.9,43.7,Medium
19,0.0,92.5,0.29,2.7,17.5,Low
5,0.3,54.7,-0.14,7.5,74.1,High
16,1.1,92.5,0.61,2.0,17.1,Low
9,4.6,66.5,-0.36,4.3,68.5,Medium
19,0.7,93.7,0.61,0.9,3.2,Low
10,0.6,75.4,0.44,6.6,38.6,Medium
4,0.9,74.7,0.0,4.3,51.1,Medium
12,0.6,82.1,-0.03,3.0,20.8,Low
14,0.7,96.3,0.31,2.3,10.1,Low
15,1.1,87.8,0.6,1.6,15.3,Low
9,1.5,83.7,-0.71,6.3,57.7,Medium
3,4.8,48.4,-0.45,9.9,88.8,High
4,4.5,45.8,-0.67,7.5,86.5,High
19,0.2,93.5,0.41,0.5,5.3,Low
3,0.6,88.1,-0.09,9.1,63.5,Medium
16,0.0,97.4,0.76,3.2,16.1,Low
13,0.0,93.6,0.59,0.2,16.3,Low
13,4.0,74.4,-0.15,6.1,52.0,Medium
9,1.8,75.5,-0.44,3.9,45.9,Medium
12,0.1,84.8,0.56,0.1,9.8,Low
12,0.5,80.9,0.32,2.2,26.8,Low
20,0.5,86.1,-0.03,3.5,27.1,Low
1,6.7,65.6,-0.69,9.9,98.2,High
5,0.6,68.9,-0.65,6.5,63.8,Medium
15,0.3,80.6,0.58,2.6,31.3,Low
15,0.2,99.6,0.71,1.7,13.9,Low
3,2.9,48.8,-0.14,7.8,83.2,High
0,5.1,44.9,-0.62,8.2,100.0,High
5,1.9,83.4,-0.34,3.6,58.5,Medium
16,0.6,96.3,0.45,2.2,16.7,Low
17,0.9,88.2,0.29,1.7,20.3,Low
5,0.6,65.5,0.05,6.8,53.8,Medium
12,2.2,56.9,-0.31,4.8,57.6,Medium
17,0.4,99.7,0.45,1.8,0.0,Low
3,0.7,59.8,-0.16,2.4,70.1,High
12,0.1,96.1,0.59,2.3,13.2,Low
6,1.4,47.9,-0.48,8.8,73.8,High
8,2.8,76.0,0.7,6.9,53.6,Medium
18,0.6,85.8,0.66,2.3,19.6,Low
12,1.6,79.3,0.01,4.7,26.6,Low
9,4.2,81.5,0.02,7.8,54.6,Medium
2,0.3,74.8,-0.74,7.9,62.0,Medium
7,4.6,76.5,0.15,6.4,53.2,Medium
16,0.2,87.6,0.49,2.8,17.8,Low
1,0.1,40.8,-0.65,6.9,78.4,High
17,1.2,85.7,0.7,1.3,17.7,Low
1,0.2,45.4,-0.53,6.9,73.2,High
11,0.1,84.8,-0.26,5.5,33.7,Low
6,1.3,76.0,0.11,2.6,46.8,Medium
22,1.6,96.0,0.73,2.3,15.8,Low
8,0.6,72.3,0.23,6.9,49.2,Medium
1,14.8,46.3,-0.33,8.5,100.0,High
4,0.4,57.8,-0.81,7.5,80.5,High
13,0.3,90.1,0.56,1.1,18.1,Low
13,1.1,84.7,0.45,1.2,24.5,Low
1,16.5,56.8,-0.23,8.2,93.0,High
3,12.1,41.2,-0.55,8.8,100.0,High
14,1.5,96.6,0.83,2.8,9.3,Low
5,0.3,69.3,0.09,5.4,52.6,Medium
6,0.8,69.0,0.09,1.5,47.0,Medium
6,5.5,50.6,-0.68,9.0,95.5,High
13,1.4,99.7,0.7,2.6,14.9,Low
22,0.8,94.1,0.58,1.2,17.2,Low
0,3.9,56.3,-0.46,7.5,91.5,High
14,0.6,96.2,0.39,3.4,28.1,Low
9,7.8,78.5,0.23,3.9,61.1,Medium
14,2.1,66.9,0.03,5.5,49.6,Medium
7,0.5,92.1,-0.24,6.4,49.3,Medium
13,0.3,73.4,0.32,6.1,35.0,Low
9,1.1,78.0,0.1,3.9,46.0,Medium
15,0.1,97.9,0.74,2.5,0.0,Low
9,1.5,60.5,0.41,4.8,45.7,Medium
0,2.0,41.6,-0.44,8.3,97.6,High
4,3.1,59.1,-0.17,8.9,80.3,High
9,0.8,94.3,0.51,2.6,32.6,Low
19,1.0,93.9,0.4,1.9,6.1,Low
20,0.1,85.6,0.62,2.8,17.8,Low
8,2.0,71.4,-0.06,6.9,52.0,Medium
3,1.8,73.3,0.42,2.4,51.6,Medium
5,0.1,74.2,-0.5,5.5,56.7,Medium
8,0.2,82.5,0.6,1.5,25.4,Low
8,0.6,93.6,1.0,1.5,25.0,Low
12,0.7,57.6,-0.13,4.5,36.3,Medium
13,0.1,67.0,-0.0,6.0,41.0,Medium
22,0.4,95.5,0.56,2.3,17.7,Low
10,2.0,78.9,-0.65,3.8,43.4,Medium
14,0.0,95.6,0.18,4.1,23.2,Low
3,0.2,59.7,-0.64,7.8,67.6,Medium
2,14.0,56.3,-0.44,7.2,96.5,High
17,0.4,91.4,1.0,0.2,0.0,Low
18,0.6,96.4,0.48,2.1,13.5,Low
9,1.2,70.2,0.5,5.9,47.2,Medium
21,0.6,88.8,0.88,0.5,9.8,Low
7,0.1,82.2,-0.15,5.7,37.2,Medium
3,1.2,64.3,-0.71,7.0,76.3,High
9,2.0,69.5,0.26,6.3,44.2,Medium
5,8.3,53.4,-0.31,8.2,83.2,High
9,0.0,66.5,-0.12,4.1,52.8,Medium
17,0.1,88.5,0.53,1.7,11.2,Low
3,11.1,51.2,-0.77,9.3,100.0,High
9,3.7,59.8,-0.55,2.9,60.1,Medium
12,0.2,65.6,-0.13,3.1,35.5,Medium
20,0.3,88.0,0.66,1.9,18.7,Low
10,0.3,94.4,0.65,3.5,21.1,Low
3,11.1,45.0,-0.62,8.0,100.0,High
20,0.8,99.1,0.65,1.1,14.8,Low
7,0.7,55.0,-0.56,9.6,59.9,Medium
3,0.0,51.0,-0.16,6.5,73.5,High
3,0.6,73.0,-0.55,9.6,72.9,High
3,1.0,87.8,0.07,5.7,56.9,Medium
7,5.6,79.0,-0.07,4.5,67.2,Medium
2,1.4,76.9,-0.34,7.8,67.6,Medium
12,0.0,88.7,0.55,0.2,24.1,Low
7,5.5,90.8,0.15,4.3,51.5,Medium
6,2.7,65.6,0.12,7.2,68.4,Medium
9,2.7,79.9,-0.25,6.9,57.6,Medium
14,1.1,82.1,0.33,6.8,37.4,Medium
10,1.2,82.4,-0.12,4.1,45.5,Medium
8,1.0,73.6,0.02,7.0,54.4,Medium
0,6.9,59.0,-0.72,10.0,95.1,High
13,0.0,91.5,0.8,2.3,19.0,Low
2,3.6,54.1,-0.15,7.6,76.4,High
7,0.9,75.3,-0.27,4.5,52.4,Medium
1,8.8,71.7,0.01,7.1,83.7,High
6,4.9,77.4,-0.37,4.9,59.0,Medium
1,8.7,47.8,-0.23,6.4,100.0,High
18,0.0,88.3,0.67,2.5,9.2,Low
1,2.0,51.5,-0.39,6.7,75.9,High
13,0.3,93.5,0.86,1.0,1.2,Low
7,3.5,47.9,-0.84,6.1,77.5,High
2,0.9,49.5,-0.08,7.4,81.7,High
18,0.5,98.6,0.39,2.4,20.8,Low
17,0.4,78.2,0.34,0.3,13.1,Low
3,0.2,66.6,-0.43,8.0,65.2,Medium
20,0.2,90.9,1.0,3.7,11.7,Low
3,5.5,53.1,-0.91,6.2,100.0,High
14,0.5,94.0,0.66,2.0,13.9,Low
13,0.1,100.0,0.92,1.9,16.0,Low
5,2.5,44.4,-0.47,7.3,77.9,High
8,0.2,81.0,-0.29,5.4,48.1,Medium
2,0.6,41.8,-0.81,6.6,76.6,High
12,0.5,67.5,-0.04,5.3,39.5,Medium
11,2.9,80.4,-0.16,3.9,49.0,Medium
16,1.2,71.6,-0.13,5.9,38.0,Medium
7,3.1,83.1,-0.62,3.6,65.7,Medium
7,5.0,65.7,0.45,2.7,44.4,Medium
9,2.6,84.7,-0.27,4.1,51.3,Medium
6,1.8,76.7,-0.16,3.6,46.0,Medium
13,1.4,88.7,0.53,2.4,22.6,Low
3,10.7,56.6,-0.85,6.7,100.0,High
15,0.2,88.0,0.57,0.9,13.7,Low
8,1.4,85.6,0.03,4.5,43.5,Medium
17,0.0,86.4,0.57,1.9,19.9,Low
10,1.1,84.9,0.45,4.7,41.9,Medium
3,3.8,47.9,-0.59,10.0,87.6,High
15,0.4,86.5,0.36,2.8,16.5,Low
6,0.3,96.3,0.7,2.9,33.3,Low
14,0.6,85.2,0.65,2.1,20.1,Low
11,6.8,68.3,0.38,4.9,51.5,Medium
4,6.1,55.9,-0.6,7.8,89.0,High
16,0.8,86.0,0.39,3.2,16.9,Low
2,3.1,55.9,-0.77,7.7,79.8,High
12,3.1,82.1,0.09,4.2,44.7,Medium
5,1.8,66.3,0.04,5.5,58.4,Medium
3,4.4,68.3,-0.71,6.7,76.9,High
14,4.9,74.2,-0.01,5.7,41.2,Medium
1,2.0,84.6,-0.05,3.7,53.2,Medium
8,0.2,87.3,0.19,0.6,29.5,Low
11,0.3,95.4,0.6,2.2,23.7,Low
12,0.8,93.0,0.69,3.4,24.1,Low
18,0.8,90.3,0.76,1.8,14.7,Low
11,0.9,80.3,0.07,7.7,43.6,Medium
4,1.6,75.0,0.11,2.0,46.3,Medium
14,0.5,70.1,-0.03,6.7,43.3,Medium
13,0.4,91.0,0.52,4.3,24.7,Low
18,0.1,92.6,0.86,1.0,11.1,Low
7,0.1,82.4,-0.01,7.0,44.9,Medium
3,6.0,33.9,-0.45,8.3,93.4,High
14,0.0,86.7,0.72,2.6,22.0,Low
3,0.3,46.7,-0.57,7.8,77.4,High
11,2.2,88.7,0.02,7.1,50.2,Medium
7,2.1,78.2,0.08,4.8,55.8,Medium
9,1.6,62.4,-0.09,3.7,50.8,Medium
14,0.1,91.1,0.69,1.3,7.9,Low
10,0.4,100.0,0.69,1.9,24.7,Low
9,0.5,68.6,-0.23,2.3,36.2,Medium
4,1.4,83.5,0.22,5.1,48.2,Medium
4,7.8,64.0,-0.44,8.4,91.2,High
6,0.6,78.2,0.52,4.9,41.4,Medium
20,0.1,88.0,0.33,1.0,15.9,Low
6,1.1,48.2,-0.4,10.0,72.8,High
9,0.5,88.8,0.39,3.0,30.9,Low
7,0.7,75.2,0.28,4.4,50.5,Medium
7,2.0,84.8,0.29,9.1,54.4,Medium
0,0.9,71.9,-0.5,8.6,80.3,High
3,4.6,74.0,-0.2,8.6,75.7,High
9,0.2,64.0,-0.29,2.4,36.7,Medium
6,1.4,75.0,0.24,1.6,43.2,Medium
4,8.8,40.6,-0.64,8.7,100.0,High
17,1.6,91.0,0.52,2.9,24.7,Low
18,0.0,96.7,0.33,0.9,12.5,Low
12,0.7,90.0,0.55,3.3,33.9,Low
16,0.2,89.7,0.58,1.1,15.1,Low
9,4.0,67.6,0.07,4.8,60.8,Medium
7,0.7,93.6,-0.02,6.8,48.3,Medium
12,1.5,73.6,0.23,4.0,30.8,Low
20,0.2,87.9,0.46,1.9,17.0,Low
3,1.1,43.7,0.1,8.8,77.8,High
7,1.7,78.9,-0.8,4.9,62.4,Medium
7,0.8,78.8,0.25,6.2,49.8,Medium
10,1.8,72.7,0.1,7.5,57.9,Medium
11,4.1,81.5,-0.09,3.7,53.9,Medium
10,0.5,91.5,0.5,1.2,22.3,Low
13,0.3,95.2,0.58,2.7,16.5,Low
1,5.3,45.8,-0.89,8.1,100.0,High
2,4.1,55.2,-0.69,7.4,81.3,High
9,0.3,59.7,-0.07,7.2,46.6,Medium
13,1.8,94.4,0.6,1.6,27.1,Low
10,0.8,67.4,0.23,4.9,52.9,Medium
1,10.2,61.2,-0.16,7.2,91.9,High
5,3.9,44.0,0.16,6.3,73.9,High
15,0.1,92.5,0.46,0.5,14.3,Low
14,0.1,90.8,0.78,3.9,17.0,Low
2,1.7,53.1,-0.24,7.4,80.0,High
10,1.8,63.2,0.22,3.0,45.7,Medium
12,0.3,89.2,0.47,1.3,16.5,Low
12,1.7,82.8,0.95,1.7,21.5,Low
3,0.7,84.6,-0.18,7.1,56.7,Medium
1,17.3,49.2,-0.74,7.5,100.0,High
4,8.4,69.3,-1.0,7.1,93.8,High
8,3.0,68.4,-0.71,5.2,66.5,Medium
10,1.1,84.5,-0.31,7.2,56.6,Medium
16,1.1,91.1,0.73,2.1,9.2,Low
8,1.2,73.6,-0.14,4.0,42.3,Medium
11,1.1,68.7,0.49,9.0,52.3,Medium
6,0.4,72.7,0.26,5.9,55.9,Medium
7,2.1,65.3,0.35,6.3,55.2,Medium
10,1.0,94.6,1.0,1.9,17.7,Low
22,0.5,83.5,0.82,4.2,20.9,Low
7,0.2,76.6,-0.41,6.4,56.4,Medium
14,0.4,89.7,0.54,1.8,21.4,Low
12,0.3,96.5,0.69,1.9,12.2,Low
2,1.6,55.7,-0.52,7.3,86.7,High
10,0.7,68.9,-0.18,4.5,44.2,Medium
4,0.8,88.6,0.03,3.4,50.4,Medium
5,0.1,46.8,-0.6,7.6,67.7,Medium
4,0.5,50.0,-0.11,7.1,61.1,Medium
6,4.2,85.2,0.44,4.6,58.0,Medium
2,4.8,55.0,-0.13,9.3,86.1,High
5,0.3,66.9,0.61,5.6,49.5,Medium
6,0.5,90.2,0.21,3.1,28.3,Low
4,0.8,68.4,0.01,6.2,59.2,Medium
9,7.3,74.0,-0.82,4.7,78.1,High
6,2.3,71.7,-0.45,6.5,59.7,Medium
7,0.0,76.7,0.41,7.0,57.2,Medium
15,0.2,100.0,0.57,2.8,7.4,Low
12,0.2,90.6,-0.55,7.9,42.1,Medium
11,0.3,86.9,0.65,2.4,31.3,Low
6,1.1,80.1,0.16,4.6,54.1,Medium
9,6.6,75.2,0.2,4.9,65.2,Medium
1,10.1,40.5,-0.34,6.9,100.0,High
5,0.6,44.5,-0.59,8.0,82.2,High
4,16.4,50.0,-0.84,9.9,100.0,High
8,0.4,74.0,-0.14,5.1,45.2,Medium
1,19.6,45.8,-0.36,6.4,100.0,High
6,0.8,85.5,0.23,8.7,52.5,Medium
14,0.3,91.8,0.88,1.9,16.2,Low
17,1.0,85.8,0.59,0.0,17.5,Low
17,0.2,92.3,0.32,1.7,12.5,Low
5,1.8,84.4,-0.08,4.6,54.2,Medium
10,1.8,69.8,0.23,6.8,53.5,Medium
3,2.7,69.9,-1.0,8.5,81.0,High
8,1.7,100.0,0.28,1.8,27.7,Low
5,0.5,92.5,0.67,1.2,24.3,Low
1,8.2,60.3,-0.51,6.9,94.4,High
9,0.1,75.0,0.71,2.9,35.6,Medium
5,0.1,62.0,-0.37,5.4,58.1,Medium
12,0.6,81.8,0.09,5.4,35.3,Medium
10,0.1,54.3,0.53,4.7,45.1,Medium
17,0.5,88.8,0.74,3.0,7.2,Low
13,0.2,96.5,0.37,2.1,20.3,Low
25,0.6,80.3,0.74,1.6,10.4,Low
10,2.4,94.0,0.05,5.3,46.9,Medium
11,7.2,81.8,0.03,6.8,66.8,Medium
13,0.0,87.6,0.61,1.4,14.2,Low
13,0.2,64.8,-0.27,4.7,42.4,Medium
5,12.4,51.8,-0.18,9.2,97.3,High
10,0.5,87.4,0.79,3.0,32.3,Low
13,2.1,81.6,0.1,6.7,30.0,Low
8,3.4,72.5,0.05,8.1,59.5,Medium
11,0.7,84.5,0.15,2.6,36.0,Medium
10,1.9,69.1,-0.18,2.8,38.4,Medium
2,0.9,69.7,0.25,3.9,57.5,Medium
0,3.4,41.3,-0.55,7.4,98.8,High
2,1.7,46.1,-0.77,7.8,91.2,High
8,4.6,68.4,0.5,4.1,48.9,Medium
4,7.3,46.9,-0.47,7.8,91.9,High
7,3.6,77.5,0.08,8.0,62.2,Medium
11,0.7,89.5,-0.29,6.7,38.7,Medium
6,3.6,83.6,0.58,6.9,59.9,Medium
16,0.3,92.9,0.72,1.8,3.2,Low
2,1.3,49.2,-0.53,7.1,75.4,High
10,1.9,71.0,-0.16,4.4,44.6,Medium
7,0.2,67.9,0.24,4.8,42.9,Medium
3,2.8,45.8,-1.0,7.1,87.9,High
9,0.1,84.1,0.48,1.8,18.0,Low
8,1.5,66.7,-0.25,3.5,57.7,Medium
16,0.3,91.8,0.54,2.3,19.4,Low
4,0.0,48.9,0.01,8.0,61.7,Medium
6,0.0,60.9,-0.39,5.1,52.7,Medium
11,1.9,82.1,-0.08,3.9,34.2,Low
12,0.8,89.2,-0.21,4.8,24.9,Low
15,1.3,76.2,-0.05,6.7,44.4,Medium
3,0.9,55.4,-0.25,8.0,75.1,High
8,0.6,89.6,-0.66,5.5,47.6,Medium
8,0.6,83.7,-0.21,7.4,55.7,Medium
3,2.5,60.2,-0.37,8.6,70.5,High
11,0.7,92.9,0.34,0.3,20.5,Low
21,0.3,96.2,0.66,2.3,5.1,Low
5,0.4,79.4,-0.1,6.3,52.8,Medium
0,0.0,51.2,-0.62,7.5,86.2,High
6,0.5,82.0,-0.16,6.5,54.4,Medium
18,0.2,91.4,0.78,0.4,7.4,Low
6,0.7,72.2,0.04,3.2,40.4,Medium
8,1.1,70.7,-0.2,1.7,45.6,Medium
15,0.1,82.5,0.31,3.8,23.5,Low
7,5.0,80.2,-0.3,3.3,66.9,Medium
4,1.2,68.0,-0.97,10.0,79.1,High
7,4.0,70.7,0.06,4.9,59.0,Medium
6,2.5,77.1,-0.15,2.6,56.7,Medium
8,0.4,62.5,-0.2,4.8,53.8,Medium
17,0.0,82.6,0.29,1.6,21.4,Low
6,8.0,61.7,0.2,8.9,84.6,High
9,1.2,75.9,0.36,4.2,36.6,Medium
5,6.0,100.0,0.56,3.5,49.7,Medium
8,0.4,63.1,-0.31,6.1,51.9,Medium
7,1.8,72.3,-0.15,6.7,54.4,Medium
7,3.3,62.3,-0.13,5.3,65.8,Medium
19,0.2,100.0,0.38,2.0,3.9,Low
4,0.7,43.1,-0.3,8.2,82.5,High
3,2.4,47.6,-0.31,6.7,85.9,High
6,3.6,80.8,-0.0,6.2,58.5,Medium
4,0.3,54.7,-0.15,9.4,72.2,High
19,1.0,100.0,0.53,1.6,15.1,Low
10,0.1,74.9,0.31,4.5,34.8,Low
8,4.0,52.5,-0.14,1.5,62.0,Medium
5,0.1,68.3,0.25,4.0,48.4,Medium
4,4.0,82.7,-0.26,6.0,65.8,Medium
2,1.7,81.2,0.2,4.8,57.2,Medium
19,0.5,100.0,0.83,3.0,3.5,Low
9,0.5,76.3,0.2,6.4,49.2,Medium
12,1.1,91.4,0.54,1.9,14.7,Low
3,6.6,62.3,-0.95,8.3,96.3,High
11,0.5,86.2,0.3,2.3,17.6,Low
18,1.6,85.5,1.0,1.7,15.7,Low
7,7.2,73.1,0.29,6.0,67.2,Medium
5,0.3,87.0,-0.29,5.3,43.0,Medium
1,0.5,60.9,-0.47,8.0,70.5,High
6,0.6,78.5,-0.14,4.6,42.4,Medium
10,2.7,79.5,-0.11,2.6,56.1,Medium
7,8.2,57.6,-0.24,9.9,92.9,High
6,4.2,96.7,0.08,6.1,50.2,Medium
22,0.3,88.0,0.69,1.8,7.5,Low
9,1.7,72.2,-0.47,3.7,49.5,Medium
3,0.8,70.2,-0.7,7.5,61.1,Medium
11,1.5,80.9,0.26,5.9,28.4,Low
16,0.1,92.8,0.76,1.0,15.7,Low
13,2.3,93.8,0.57,3.0,24.9,Low
11,0.9,92.4,0.71,2.2,11.4,Low
8,0.5,69.1,0.4,3.0,41.4,Medium
6,0.1,62.0,-0.19,4.7,47.9,Medium
17,1.2,89.0,0.75,1.6,6.5,Low
5,0.3,34.2,-0.29,7.1,61.5,Medium
6,0.6,54.6,-0.71,9.2,80.1,High
14,1.6,84.6,-0.01,4.2,23.3,Low
4,1.8,54.9,-0.52,7.6,86.2,High
8,0.1,100.0,0.63,1.2,18.4,Low
8,5.8,72.1,0.52,3.3,51.5,Medium
4,2.0,69.5,0.13,4.0,54.9,Medium
3,8.1,22.3,-0.18,8.1,100.0,High
2,8.6,55.6,-0.88,9.3,100.0,High
8,0.6,83.4,0.56,3.7,37.5,Medium
5,5.5,70.3,-1.0,7.6,74.9,High
14,0.8,96.2,0.17,1.9,11.9,Low
5,0.4,71.7,-0.3,6.4,61.4,Medium
1,0.2,43.2,-0.58,8.1,83.4,High
19,0.1,89.4,0.64,1.6,10.6,Low
6,0.7,56.5,-0.18,7.3,63.3,Medium
17,0.1,89.2,0.64,3.4,15.4,Low
6,0.2,74.1,0.19,3.6,41.7,Medium
7,0.2,81.4,0.16,7.0,46.5,Medium
6,4.3,72.8,-0.12,6.7,67.8,Medium
2,7.0,51.2,-0.31,7.1,87.9,High
14,2.6,82.2,-0.26,3.0,38.1,Medium
8,0.7,85.6,-0.03,8.7,42.8,Medium
2,1.0,67.5,-0.76,7.4,67.3,Medium
6,5.5,72.1,-0.45,8.2,76.5,High
14,0.1,98.9,0.48,3.0,25.1,Low
5,4.8,53.8,-0.65,9.1,86.2,High
11,0.1,90.2,0.73,2.9,27.4,Low
4,11.1,53.5,-0.68,6.8,100.0,High
11,0.9,84.2,0.58,1.2,26.0,Low
12,0.5,87.3,0.58,2.7,20.0,Low
7,1.6,75.9,-0.01,5.2,43.6,Medium
7,1.0,59.3,-0.23,4.5,60.0,Medium
12,5.4,69.0,0.6,5.3,46.3,Medium
8,0.3,85.6,0.68,1.7,24.8,Low
8,2.4,89.2,-0.4,5.0,52.9,Medium
4,19.8,40.0,-0.8,6.8,100.0,High
15,0.3,73.6,-0.05,7.0,35.5,Medium
9,0.1,93.5,0.78,0.3,14.2,Low
6,6.8,80.0,0.31,9.2,70.8,High
9,0.9,91.1,0.6,2.7,21.5,Low
3,1.3,57.8,0.12,7.7,69.3,Medium
4,5.0,56.4,-0.64,8.3,84.8,High
8,1.3,67.5,-0.11,7.0,59.5,Medium
2,4.6,78.4,0.04,2.1,54.3,Medium
1,2.4,55.1,-0.6,7.5,88.6,High
8,4.0,86.5,0.46,2.3,41.6,Medium
1,1.4,53.0,-0.53,7.7,79.0,High
8,1.0,73.1,0.57,7.7,43.3,Medium
6,9.8,36.4,0.08,6.3,89.5,High
